YarareInitCube__FP3cEmffffffsUs 0x0019e418
snap__8pzlPiece 0x0025eba0
shape__8pzlPieceScSc 0x0025ecd0
init__8pzlBoardUcUcUc 0x0025ee68
quit__8pzlBoard 0x0025ef58
ckInsideWall__8pzlBoardP8pzlPiece 0x0025f070
outPiece__8pzlBoardP8pzlPiece 0x0025f240
putPiece__8pzlBoardP8pzlPiece 0x0025f438
lapPiece__8pzlBoardP8pzlPiece 0x0025f6a0
rmPiece__8pzlBoardScSc 0x0025fb08
Quake 0x00455d40
CoreDataRead__Fv 0x002623b8
OptionDataRead__Fv 0x00262488
EmFileTbl 0x00328458
EmFileTbl_Ada 0x003286d8
EmFileTbl_Wesker 0x00328958
EmFileTbl_Klauser 0x00328bd8
readEm__FUiPvUi 0x00262628
GetFnoLowCheck__FP12EMD_READ_SET 0x00263798
EmReadModule 0x00455e50
PlReadModule 0x004560b0
wep_data_leon 0x00328e58
wep_data_ada 0x00328fe0
wep_data_hunk 0x00329168
wep_data_wesker 0x003292f0
wep_data_klauser 0x00329478
WepReadModule 0x00456148
_GLOBAL_$I$D__ps2_Bio4_Prog_read.cppwDdaaa 0x00263920
checkCTaskRange__7cSceSys 0x002749b8
Random 0x004561f0
St6_data_tbl 0x0032a338
St7_data_tbl 0x0032a4b8
Room_data_tbl 0x0032a7b8
checkRoomRange__9cRoomDataUcUc 0x002643c0
execInitFunc__9cRoomDataUs 0x002642c0
execMainFunc__9cRoomDataUs 0x00264340
checkRelRead__9cRoomDataUs 0x00264408
linkRelData__9cRoomDataUs 0x00264498
_GLOBAL_$I$D__ps2_Bio4_Prog_roomdata.cppMRdaaa 0x00264730
_GLOBAL_$D$D__ps2_Bio4_Prog_roomdata.cppozhaaa 0x00264750
RouteCkGetDist__Fii 0x00265a60
SceAtSys 0x00456270
SceAtWorkLoopInit__Fv 0x002662d8
SceAtClearHitFlg__Fv 0x00266208
SceAtSetHitFlg__FUi 0x00266238
SceAtClearExecFlg__Fv 0x00266270
InScreenCheck__FPC6tagVec 0x0026afe8
SceAtItemHitCheck__FP11SCE_AT_ITEMP6tagVec 0x0026d9c8
SceAtStopSemiautoCheck__Fv 0x0026a150
SceAtSetItemModel__FP11SCE_AT_ITEMP4cObj 0x0026d7d0
SceAtSetMesThred__FP15SCE_AT_DATA_MES 0x002692d8
SceAtSetMes__FP15SCE_AT_DATA_MES 0x00269300
SceAdaHookShot__FP11SCE_AT_DATA 0x0026f840
SceAtRoomSet__Fv 0x0026a170
SceAtCheckMoveScrAt__Fv 0x0026a6a8
SceAtSetParent__FP11SCE_AT_DATAP6cModelUi 0x0026ac30
SceAtItemAutoArea__FR13AREA_HIT_DATARC6tagVecf 0x0026e730
SceAtSetEmItem__FP3cEmP11SCE_AT_ITEM 0x0026d310
SceAtSetSaveItem__Fv 0x0026d370
SceAtSetShootDownItem__FP11SCE_AT_ITEMUiUi 0x0026d888
WireDataTbl 0x0032a8c8
WireModTbl 0x00456578
WireMotTbl 0x004563f8
EmMoveActiveCheck__FP3cEm 0x00274d40
beginEvent__t8cManager1Z3cEmUi 0x00273de0
beginEvent__t8cManager1Z4cObjUi 0x00273e78
beginEvent__t8cManager1Z4cDmgUi 0x00273f10
endEvent__t8cManager1Z3cEmUi 0x00273fa8
endEvent__t8cManager1Z4cObjUi 0x00274040
SceInitItemEvent__Fv 0x002711c8
ItemEventTbl 0x004565d0
SceChapterEnd__Fv 0x002717f8
SceMissionEnd__Fv 0x002733c0
SceKill__FUi 0x002748a0
SceExecInitCondition__Fv 0x00274a08
scheduler__7cSceSys 0x002744e0
SceExecCheckCondition__Fv 0x00274b80
pCSceTask 0x00456890
SceKill__FP4TASK 0x00274910
SceExecLinkCondition__FUcUiUiPvT3Uc 0x00274c38
_GLOBAL_$I$D__ps2_Bio4_Prog_sce_sys.cpp32daaa 0x00275130
SubMissionCheck__Fv 0x002773d8
DmyZeroTpl 0x0032a9c0
ScrObjIdNum 0x003c1e8f
getWorkNum__4cSmd 0x00275c70
SmdClear__Fi 0x00275208
getWorkPtr__4cSmdi 0x00275bd0
getBinPtr__4cSmdi 0x00275c10
getTplPtr__4cSmdi 0x00275c30
getMotPtr__4cSmdi 0x00275c50
SmxSetFlag__FP4cObjUi 0x00275788
getPrevWork__t8cManager1Z4cObjP4cObj 0x00275fd0
GetSeAtPtr__FUi 0x00276268
st1_target_tbl 0x0032aa28
PreTexRender__Fv 0x00278340
g_RndMgr 0x004568b8
Assign__12TexRenderMng 0x002785d8
Init__12TexRenderMng 0x002785b0
__12TexRenderMng 0x00278588
_GLOBAL_$I$D__ps2_Bio4_Prog_TexRender.cpp7Adaaa 0x002787e0
_GLOBAL_$D$D__ps2_Bio4_Prog_TexRender.cpp41gaaa 0x00278800
set_tex_obj_flag__7cTexSysUib 0x002789b0
GetTexObjFlag__7cTexSysUi 0x00278978
create__7cTexSysUi 0x00278a00
ClothDraw__Fv 0x00282bc8
lightObjBlack 0x00456c30
LightDisable__Fv 0x0027fca8
ClearVRAM__FUcUcUcUc 0x00298638
init__4VIEW 0x00280fd8
initPerspective__4VIEWffff 0x002810d8
orientation__4VIEW 0x00281c50
cine_work 0x004571a0
ClothWk 0x004571b0
Set__5ClothG6tagVecT1UcUcfffPP9TEXHeaderP9_GXTexObjP10_GXTlutObji 0x00282320
calcSpeed__5Clothf 0x00282740
move__5Cloth 0x00282aa8
SetPosAng__5ClothG6tagVecT1 0x00282678
Destroy__5Cloth 0x002826d0
ClothTexSetUp__FPUcPP9TEXHeaderP9_GXTexObjP10_GXTlutObj 0x00282700
PullCloth__FPP5Cloth 0x00282a60
calcNormal__5Cloth 0x00282b70
disturbance__5ClothUiUif 0x00282b78
_GLOBAL_$I$D__ps2_Bio4_Prog_cloth.cpphFcaaa 0x00283490
_GLOBAL_$D$D__ps2_Bio4_Prog_cloth.cppoafaaa 0x002834b0
_7cString$m_null 0x003c2404
setSatMain__6cEmObj 0x00283858
setEatMain__6cEmObj 0x002839d0
setEff__6cEmObjUc 0x00283b80
_vt$6cEsp00 0x003c2530
move__6cEsp00 0x00283be0
__tf6cEsp00 0x00283c48
_$_6cEsp00 0x00283c28
__ti6cEsp00 0x00480758
_vt$6cEsp01 0x003c2578
move__6cEsp01 0x00283cd8
EspStrip_draw_poly__FP4cEspiP6tagVecUcUiPA3_A3_fG8_GXColorUs 0x00284588
SetFreeWork__6cEsp01P10cEspSeqTblPUi 0x00284dd8
__tf6cEsp01 0x00284e88
_$_6cEsp01 0x00284e68
__ti6cEsp01 0x00480768
_vt$6cEsp02 0x003c25c0
move__6cEsp02 0x00284f18
SetFreeWork__6cEsp02P10cEspSeqTblPUi 0x002854d0
__tf6cEsp02 0x00285560
_$_6cEsp02 0x00285540
__ti6cEsp02 0x00480778
_vt$6cEsp03 0x003c2608
move__6cEsp03 0x002855f0
SetFreeWork__6cEsp03P10cEspSeqTblPUi 0x00286128
__tf6cEsp03 0x00286260
_$_6cEsp03 0x00286240
__ti6cEsp03 0x00480788
_vt$6cEsp04 0x003c2650
move__6cEsp04 0x002862f0
SetFreeWork__6cEsp04P10cEspSeqTblPUi 0x00286e80
__tf6cEsp04 0x00286f20
_$_6cEsp04 0x00286f00
__ti6cEsp04 0x00480798
_vt$6cEsp05 0x003c2698
move__6cEsp05 0x00286fb0
SetFreeWork__6cEsp05P10cEspSeqTblPUi 0x002870b0
__tf6cEsp05 0x002871b0
_$_6cEsp05 0x00287190
__ti6cEsp05 0x004807a8
_vt$6cEsp06 0x003c26e0
move__6cEsp06 0x00287648
SetFreeWork__6cEsp06P10cEspSeqTblPUi 0x00287668
__tf6cEsp06 0x00287ad8
_$_6cEsp06 0x00287ab8
__ti6cEsp06 0x004807b8
_vt$6cEsp07 0x003c2728
move__6cEsp07 0x00288128
SetFreeWork__6cEsp07P10cEspSeqTblPUi 0x002881f0
__tf6cEsp07 0x002882c8
_$_6cEsp07 0x002882a8
__ti6cEsp07 0x004807c8
_vt$6cEsp08 0x003c2770
move__6cEsp08 0x00288358
Esp08_ShimmerTransPoly__FP4cEspP6tagVecT1G8_GXColorfRi 0x002894c0
SetFreeWork__6cEsp08P10cEspSeqTblPUi 0x0028a558
__tf6cEsp08 0x0028a6d0
_$_6cEsp08 0x0028a6b0
__ti6cEsp08 0x004807d8
_vt$6cEsp09 0x003c27b8
move__6cEsp09 0x0028a8d0
Esp09_HideCheck__FP4cEspP6tagVecT1 0x0028bc00
SetFreeWork__6cEsp09P10cEspSeqTblPUi 0x0028bd08
__tf6cEsp09 0x0028bd80
_$_6cEsp09 0x0028bd60
__ti6cEsp09 0x004807e8
_vt$6cEsp0a 0x003c2800
move__6cEsp0a 0x0028be10
SetFreeWork__6cEsp0aP10cEspSeqTblPUi 0x0028c430
__tf6cEsp0a 0x0028c668
_$_6cEsp0a 0x0028c648
__ti6cEsp0a 0x004807f8
_vt$6cEsp0b 0x003c2848
move__6cEsp0b 0x0028c6f8
SetFreeWork__6cEsp0bP10cEspSeqTblPUi 0x0028ccc0
__tf6cEsp0b 0x0028cdc8
_$_6cEsp0b 0x0028cda8
__ti6cEsp0b 0x00480808
_vt$6cEsp0c 0x003c2890
move__6cEsp0c 0x0028ce58
SetFreeWork__6cEsp0cP10cEspSeqTblPUi 0x0028cfa0
__tf6cEsp0c 0x0028d188
_$_6cEsp0c 0x0028d168
__ti6cEsp0c 0x00480818
_vt$6cEsp0d 0x003c28d8
move__6cEsp0d 0x0028d218
SetFreeWork__6cEsp0dP10cEspSeqTblPUi 0x0028d220
__tf6cEsp0d 0x0028d248
_$_6cEsp0d 0x0028d228
__ti6cEsp0d 0x00480828
_vt$6cEsp0e 0x003c2920
move__6cEsp0e 0x0028d2d8
SetFreeWork__6cEsp0eP10cEspSeqTblPUi 0x0028d808
__tf6cEsp0e 0x0028db70
_$_6cEsp0e 0x0028db50
__ti6cEsp0e 0x00480838
_vt$6cEsp0f 0x003c2968
move__6cEsp0f 0x0028dc00
SetFreeWork__6cEsp0fP10cEspSeqTblPUi 0x0028dc10
__tf6cEsp0f 0x0028dc48
_$_6cEsp0f 0x0028dc28
__ti6cEsp0f 0x00480848
_vt$6cEsp10 0x003c29b0
move__6cEsp10 0x0028dcd8
getFloor_attr__FP6tagVecPP6tagVecffUi 0x0028dd20
SetFreeWork__6cEsp10P10cEspSeqTblPUi 0x0028dda0
__tf6cEsp10 0x0028df00
_$_6cEsp10 0x0028dee0
__ti6cEsp10 0x00480858
_vt$6cEsp11 0x003c29f8
move__6cEsp11 0x0028df90
Destruct__6cEsp11 0x0028dfb8
SetFreeWork__6cEsp11P10cEspSeqTblPUi 0x0028dfc0
__tf6cEsp11 0x0028e070
_$_6cEsp11 0x0028e050
__ti6cEsp11 0x00480868
_vt$6cEsp12 0x003c2a40
move__6cEsp12 0x0028e100
Destruct__6cEsp12 0x0028e868
SetFreeWork__6cEsp12P10cEspSeqTblPUi 0x0028e8a0
__tf6cEsp12 0x0028e9e8
_$_6cEsp12 0x0028e9c8
__ti6cEsp12 0x00480878
Esp3f_GetVecPtr__FP4cEspUi 0x00292798
Esp3f_Alloc__FUiUiPP4cEspP11cEffectCore 0x00292610
_vt$6cEsp13 0x003c2a88
move__6cEsp13 0x0028ea78
SetFreeWork__6cEsp13P10cEspSeqTblPUi 0x0028ea80
__tf6cEsp13 0x0028eaa8
_$_6cEsp13 0x0028ea88
__ti6cEsp13 0x00480888
_vt$6cEsp14 0x003c2ad0
move__6cEsp14 0x0028eb38
SetFreeWork__6cEsp14P10cEspSeqTblPUi 0x0028ee18
__tf6cEsp14 0x0028ef30
_$_6cEsp14 0x0028ef10
__ti6cEsp14 0x00480898
_vt$6cEsp15 0x003c2b18
move__6cEsp15 0x0028efc0
SetFreeWork__6cEsp15P10cEspSeqTblPUi 0x0028f550
__tf6cEsp15 0x0028f6c8
_$_6cEsp15 0x0028f6a8
__ti6cEsp15 0x004808a8
_vt$6cEsp16 0x003c2b60
move__6cEsp16 0x0028f758
Destruct__6cEsp16 0x002905d0
SetFreeWork__6cEsp16P10cEspSeqTblPUi 0x00290638
__tf6cEsp16 0x00290898
_$_6cEsp16 0x00290878
__ti6cEsp16 0x004808b8
_vt$6cEsp17 0x003c2ba8
move__6cEsp17 0x00290928
SetFreeWork__6cEsp17P10cEspSeqTblPUi 0x002909f8
__tf6cEsp17 0x00290a40
_$_6cEsp17 0x00290a20
__ti6cEsp17 0x004808c8
_vt$6cEsp18 0x003c2bf0
move__6cEsp18 0x00290ad0
SetFreeWork__6cEsp18P10cEspSeqTblPUi 0x00290b18
__tf6cEsp18 0x00291418
_$_6cEsp18 0x002913f8
__ti6cEsp18 0x004808d8
_vt$6cEsp19 0x003c2c38
move__6cEsp19 0x002914a8
SetFreeWork__6cEsp19P10cEspSeqTblPUi 0x002914f0
__tf6cEsp19 0x00291c38
_$_6cEsp19 0x00291c18
__ti6cEsp19 0x004808e8
_vt$6cEsp1a 0x003c2c80
move__6cEsp1a 0x00291cc8
get_angle__FRC6tagVecRfT1 0x00291f00
SetFreeWork__6cEsp1aP10cEspSeqTblPUi 0x00292008
__tf6cEsp1a 0x00292320
_$_6cEsp1a 0x00292300
__ti6cEsp1a 0x004808f8
_vt$6cEsp1b 0x003c2cc8
move__6cEsp1b 0x002923b0
SetFreeWork__6cEsp1bP10cEspSeqTblPUi 0x002923f8
__tf6cEsp1b 0x002924f0
_$_6cEsp1b 0x002924d0
__ti6cEsp1b 0x00480908
_vt$6cEsp3f 0x003c2d10
move__6cEsp3f 0x00292580
Destruct__6cEsp3f 0x00292588
SetFreeWork__6cEsp3fP10cEspSeqTblPUi 0x002927f0
__tf6cEsp3f 0x00292828
_$_6cEsp3f 0x00292808
__ti6cEsp3f 0x00480918
_vt$6cEsp40 0x003c2d58
move__6cEsp40 0x002928b8
SetFreeWork__6cEsp40P10cEspSeqTblPUi 0x00292a68
__tf6cEsp40 0x00292b88
_$_6cEsp40 0x00292b68
__ti6cEsp40 0x00480928
_vt$6cEsp41 0x003c2da0
move__6cEsp41 0x00292c18
SetFreeWork__6cEsp41P10cEspSeqTblPUi 0x00292dc8
__tf6cEsp41 0x00292e58
_$_6cEsp41 0x00292e38
__ti6cEsp41 0x00480938
_vt$6cEsp42 0x003c2de8
move__6cEsp42 0x00292ee8
SetFreeWork__6cEsp42P10cEspSeqTblPUi 0x00292ef0
__tf6cEsp42 0x00292f18
_$_6cEsp42 0x00292ef8
__ti6cEsp42 0x00480948
_vt$6cEsp43 0x003c2e30
move__6cEsp43 0x00292fa8
SetFreeWork__6cEsp43P10cEspSeqTblPUi 0x00292fb0
__tf6cEsp43 0x00292fe8
_$_6cEsp43 0x00292fc8
__ti6cEsp43 0x00480958
_vt$6cEsp44 0x003c2e78
move__6cEsp44 0x00293078
SetFreeWork__6cEsp44P10cEspSeqTblPUi 0x00293080
__tf6cEsp44 0x002930f8
_$_6cEsp44 0x002930d8
__ti6cEsp44 0x00480968
_vt$6cEsp45 0x003c2ec8
move__6cEsp45 0x00293188
SetFreeWork__6cEsp45P10cEspSeqTblPUi 0x002935e8
__tf6cEsp45 0x00293688
_$_6cEsp45 0x00293668
__ti6cEsp45 0x00480978
_vt$6cEsp46 0x003c2f18
move__6cEsp46 0x00293718
SetFreeWork__6cEsp46P10cEspSeqTblPUi 0x002937c0
__tf6cEsp46 0x00293820
_$_6cEsp46 0x00293800
__ti6cEsp46 0x00480988
_vt$6cEsp47 0x003c2f60
move__6cEsp47 0x002938b0
SetFreeWork__6cEsp47P10cEspSeqTblPUi 0x00293d40
__tf6cEsp47 0x00293d78
_$_6cEsp47 0x00293d58
__ti6cEsp47 0x00480998
_vt$6cEsp48 0x003c2fa8
move__6cEsp48 0x00293e08
SetFreeWork__6cEsp48P10cEspSeqTblPUi 0x00293ef0
__tf6cEsp48 0x00293fa0
_$_6cEsp48 0x00293f80
__ti6cEsp48 0x004809a8
_vt$6cEsp49 0x003c2ff0
move__6cEsp49 0x00294030
SetFreeWork__6cEsp49P10cEspSeqTblPUi 0x002941d0
__tf6cEsp49 0x00294268
_$_6cEsp49 0x00294248
__ti6cEsp49 0x004809b8
_vt$6cEsp4a 0x003c3038
move__6cEsp4a 0x002942f8
SetFreeWork__6cEsp4aP10cEspSeqTblPUi 0x002943f0
__tf6cEsp4a 0x00294490
_$_6cEsp4a 0x00294470
__ti6cEsp4a 0x004809c8
_vt$6cEsp4b 0x003c3080
move__6cEsp4b 0x00294520
SetFreeWork__6cEsp4bP10cEspSeqTblPUi 0x00294540
__tf6cEsp4b 0x00294610
_$_6cEsp4b 0x002945f0
__ti6cEsp4b 0x004809d8
_vt$6cEsp4c 0x003c30c8
move__6cEsp4c 0x002946a0
Destruct__6cEsp4c 0x00294810
SetFreeWork__6cEsp4cP10cEspSeqTblPUi 0x00294820
__tf6cEsp4c 0x002949b8
_$_6cEsp4c 0x00294998
__ti6cEsp4c 0x004809e8
_vt$6cEsp4d 0x003c3110
move__6cEsp4d 0x00294a48
SetFreeWork__6cEsp4dP10cEspSeqTblPUi 0x00294c80
__tf6cEsp4d 0x00294cd0
_$_6cEsp4d 0x00294cb0
__ti6cEsp4d 0x004809f8
_vt$6cEsp4e 0x003c3158
move__6cEsp4e 0x00294d60
Destruct__6cEsp4e 0x002952a8
SetFreeWork__6cEsp4eP10cEspSeqTblPUi 0x002952d8
__tf6cEsp4e 0x002956a0
_$_6cEsp4e 0x00295680
__ti6cEsp4e 0x00480a08
_vt$6cEsp4f 0x003c31a0
move__6cEsp4f 0x00295730
SetFreeWork__6cEsp4fP10cEspSeqTblPUi 0x002957e8
__tf6cEsp4f 0x00295818
_$_6cEsp4f 0x002957f8
__ti6cEsp4f 0x00480a18
EtXX_init__FUiP8ETS_DATAPPvUcPcN24Ui 0x00295868
create__5PS2OTUi 0x002982b0
_5PS2OT$ot_buff 0x00480a40
_vt$6PS2GIF 0x003c37b0
_6PS2GIF$packet_buff 0x004a0a44
_6PS2GIF$gif_packet_buff 0x004a0a48
_6PS2GIF$nose_gif 0x004a0a50
_6PS2GIF$tail_gif 0x004a0a54
sceGsResetPath 0x002a5938
sceDmaReset 0x002a6268
sceDmaGetChan 0x002a6240
sceGsSetDefDrawEnv 0x002a5c78
sceGsSetDefClear 0x002a5e60
sceDmaSendN 0x002a6590
cseSetupThrd 0x00298ad0
cseInitSoundEngine 0x00298b00
mlSysSetMono 0x0029b620
mlSeSetMMIX 0x0029be68
cseExecServer 0x00298b88
mlSysSetMasterVolume 0x0029b678
cseMemMapInit 0x00298cd8
cseMemMapChgPage 0x00298cf8
cseMemMapSetPhdAddr 0x00298d30
cseTsbSetBankAddr 0x00298d60
cseSendBd2Spu 0x00298d90
cseCheckVTransStatus 0x00298be0
mlSysResetMasterFade 0x0029b798
mlSysSetBankFade 0x0029b710
mlSysResetBankFade 0x0029b7b8
mlSeSetEffect 0x0029b9f8
mlSeStopAll 0x0029b930
mlSeStopBankAll 0x0029b970
mlSeStopGuid 0x0029bec8
flSifRpcSetupThrd 0x0029a108
mlRpcQueueSetupThrd 0x0029ae08
flSifRpcInit 0x00299ee8
mlRpcQueueInit 0x0029af60
mlGuidInit 0x0029a660
mlSysInitSoundEngine 0x0029b5d8
mlTsbInit 0x0029c188
mlTsbExecServer 0x0029c1c0
QueryIntrContext 0x0029d300
mlRpcQueueSend 0x0029b158
mlRpcQueueSendIntr 0x0029b2a8
mlRpcQueueGetNumVtransReq 0x0029afc0
__assert 0x002b08e0
mlMemMapInit 0x0029a6f0
mlMemMapChgPage 0x0029a740
mlMemMapGetBankAddr 0x0029a770
mlMemMapSetPhdAddr 0x0029a7b8
mlMemMapGetPhdAddr 0x0029a820
mlTsbSetBankAddr 0x0029c1c8
mlTsbGetDataAddr 0x0029c1e8
mlSeSendBd2Spu 0x0029ba98
mlTsbRequest 0x0029c2b8
mlSeChgID 0x0029c018
sceTimerInit 0x002aa468
sceTimerGetPreScaleFactor 0x002aafa8
sceTimerAllocCounter 0x002ab000
sceTimerSetHandler 0x002ab200
sceTimerSetCount 0x002ab0e8
sceTimerStartCounter 0x002ab0a0
mlSeKeyOff 0x0029b910
mlSeStop 0x0029b8f0
DelayThread 0x0029d718
iSignalSema 0x0029cc50
sceSifCheckStatRpc 0x0029f688
CreateGuid 0x0029a6a0
mlMemMapGetEEA 0x0029a798
flSpuMapInit 0x0029c4e0
flSpuMapChgPage 0x0029c5b0
flSpuMapGetBankAddr 0x0029c758
flSpuMapGetEEA 0x0029c7b8
IsSafeHeadChunk 0x0029a890
IsSafeProgChunk 0x0029a8b8
IsSafeSmplChunk 0x0029a8e0
IsSafeVagiChunk 0x0029a908
GetNumSplit 0x0029a930
GetPhdParam 0x0029aa18
CalcPhdParam 0x0029ac10
mlRpcQueueReferStatus 0x0029afd0
mlRpcQueueSetData 0x0029b028
iPollSema 0x0029cc80
iReferSemaStatus 0x0029cca0
mlSysSetBankVolume 0x0029b698
mlSeSetLfo 0x0029b820
__ps2_klibinfo__ 0x0032ac04
SetGsCrt 0x0029c820
_Exit 0x0029c840
AddIntcHandler2 0x0029c910
AddDmacHandler 0x0029c930
AddDmacHandler2 0x0029c940
RemoveDmacHandler 0x0029c950
_EnableIntc 0x0029c960
_DisableIntc 0x0029c970
_EnableDmac 0x0029c980
_DisableDmac 0x0029c990
_StartThread 0x0029ca40
RotateThreadReadyQueue 0x0029cad0
_iWakeupThread 0x0029cb60
EndOfHeap 0x0029cc00
DeleteSema 0x0029cc30
PollSema 0x0029cc70
SetOsdConfigParam 0x0029ccc0
GetOsdConfigParam 0x0029ccd0
sceSifStopDma 0x0029cef0
GsPutIMR 0x0029cf60
SetVSyncFlag 0x0029cf90
isceSifSetDma 0x0029cff0
sceSifSetDChain 0x0029d000
isceSifSetDChain 0x0029d010
sceSifSetReg 0x0029d020
sceSifGetReg 0x0029d030
Deci2Call 0x0029d050
GetMemorySize 0x0029d080
_InitTLB 0x0029d090
_sceSDC 0x0029d0a0
_sceIDC 0x0029d1d0
DisableDmac 0x0029d3e0
EnableDmac 0x0029d448
InitThread 0x0029d588
kprintf 0x0029ebe0
TimerUSec2BusClock 0x002a2de8
SetTimerAlarm 0x002a2f18
kputs 0x002a3660
__fixunsdfdi 0x002b9720
__umoddi3 0x002ba6b8
__udivdi3 0x002ba0e8
sceSifExitRpc 0x0029ee00
sceSifGetNextRequest 0x0029f838
sceSifExecRequest 0x0029f890
sceSifInitCmd 0x002a3c28
sceSifAddCmdHandler 0x002a3ee0
sceSifSendCmd 0x002a40e0
sceSifGetSreg 0x002a3c00
sceSifExitCmd 0x002a3ea8
isceSifSendCmd 0x002a4120
iSetTimerAlarm 0x002a3048
sceSifWriteBackDCache 0x002a42a8
_sceFs_q 0x0032ac20
sceFsInit 0x002a0190
sceSifFreeSysMemory 0x002a1430
sceSifResetIop 0x002a18c8
sceSifExecNotifyHandler 0x002a3170
sceResetttyinit 0x002a3218
__sce_sema_id 0x0032ace0
__sce_eh_sema_id 0x0032ace4
InitAlarm 0x002a2098
InitTimer 0x002a2210
StartTimerSystemTime 0x002a2370
InitExecPS2 0x002a1f18
InitTLBFunctions 0x002a43c8
sceSifInitRebootNotify 0x002a3138
SysExecPS2Entry 0x0032b490
_kExecArg 0x0032c008
InitTLB 0x002a44a0
SetT2 0x002a2170
SetT2_COUNT 0x002a21e0
SetT2_MODE 0x002a21f0
SetT2_COMP 0x002a2200
iGetTimerSystemTime 0x002a2900
iAllocTimerCounter 0x002a29d0
AllocTimerCounter 0x002a2a40
iStartTimerCounter 0x002a2a98
StartTimerCounter 0x002a2b48
iSetTimerHandler 0x002a2bc8
SetTimerHandler 0x002a2cc0
_InitAlarm 0x002a2e68
VSync 0x002a3228
VSync2 0x002a32b8
write 0x002a3360
read 0x002a33e0
close 0x002a3458
lseek 0x002a3460
sbrk 0x002a3468
fstat 0x002a3518
sceTtyInit 0x002a3b10
sceTtyWrite 0x002a38c8
sceTtyRead 0x002a3a40
__errno 0x002af308
sceDeci2Open 0x002a3530
sceDeci2ReqSend 0x002a3580
sceDeci2Poll 0x002a35b0
sceDeci2ExRecv 0x002a35e0
sceDeci2ExSend 0x002a3618
sceSifRemoveCmdHandler 0x002a3f58
_kTLBRefillHandler 0x0032bfc0
_kDebugHandler 0x0032bfc8
TLBInfo 0x0032c2c0
_kExitTLBHandler 0x002a4740
SN_LOADED_RELMODS 0x0032c2e0
notify 0x0032f2e8
snDllCacheFlush 0x002a5a60
snAllBreaksOut 0x002a5aa0
snAllBreaksIn 0x002a5ab0
snNotifyDebugger 0x002a5a90
printf 0x002b03e0
sceGsGetGParam 0x002a5c68
sceGszbufaddr 0x002a60a0
sceDmaPause 0x002a66d0
dch 0x0032f340
sceDmaPutEnv 0x002a6348
sceDmaRecvN 0x002a6610
SCE_CD_debug 0x0032f410
_sceCd_ncmd_semid 0x0032f428
_sceCd_scmd_semid 0x0032f42c
_sceCd_rcmd_semid 0x0032f430
_sceCd_c_cb_sem 0x0032f434
_sceCd_ee_read_mode 0x0032f438
_sceCd_old_module 0x0032f440
_sceCd_CdInit_ON 0x0032f444
_sceCd_cd_callback 0x002a76e8
sceCdCbfunc_num 0x0032f460
sceCdCbfunc_number 0x0032f464
_sceCd_cd_read_intr 0x002a7790
_sceCd_ncmd_prechk 0x002a7da8
_sceCd_cd_ncmd 0x003305d0
sceCdNcmdDiskReady 0x002a7f00
_sceCd_ncmdrdata 0x0032f480
sceCdSyncS 0x002a8038
_sceCd_cd_scmd 0x00330f80
_sceCd_scmd_prechk 0x002a80a8
_sceCd_ncmdsdata 0x0032f500
_sceCd_scmdrdata 0x00330600
_sceCd_scmdsdata 0x00330a40
sceCdDiskReady_old 0x002a84e8
_sceCd_rcmdrdata 0x00330e80
_sceCd_rd_intr_data 0x00330500
_sceCd_Read_cur_pos 0x003305c0
sceHiMemAlloc 0x002aa158
isceTimerStartCounter 0x002aaa38
isceTimerSetHandler 0x002aacc0
_sceTimerAlarmInit 0x002ab280
__kernel_cosf 0x002adaf0
__ieee754_rem_pio2f 0x002ad5d8
__kernel_sinf 0x002ae598
__ieee754_log10 0x002abc50
__fdlib_version 0x003c5118
isnan 0x002ae6f8
__infinity 0x003c5110
matherr 0x002ae730
__ieee754_pow 0x002abdd8
finite 0x002ae6d8
rint 0x002ae758
__ieee754_acosf 0x002ace08
isnanf 0x002aec18
fabsf 0x002aeb10
__ieee754_asinf 0x002ad238
__ieee754_sqrtf 0x002ad9b8
__ieee754_log 0x002aeda0
__ieee754_sqrt 0x002acb00
fabs 0x002ae6a0
scalbn 0x002ae958
__kernel_rem_pio2f 0x002adc48
scalbnf 0x002aec40
floorf 0x002aeb30
copysign 0x002af290
copysignf 0x002af2d8
_cleanup_r 0x002b01e0
__sread 0x002b0700
__swrite 0x002b0768
__sseek 0x002b07e8
__sclose 0x002b0850
_fwalk 0x002b0278
fflush 0x002b7530
vfprintf 0x002b30b8
__sinit 0x002b76a8
__smakebuf 0x002b0310
_fstat_r 0x002b7350
__srefill 0x002b0518
_vfprintf_r 0x002b3188
_puts_r 0x002b0448
__sfvwrite 0x002b7780
_read_r 0x002b7410
_lseek_r 0x002b73b0
_write_r 0x002b74d0
_close_r 0x002b72f8
fiprintf 0x002b7738
__malloc_lock 0x002b0aa8
_memalign_r 0x002b61c0
__malloc_unlock 0x002b0b08
_malloc_r 0x002b5628
_free_r 0x002b5d58
_strtod_r 0x002b1528
__mprec_tens 0x003c5a40
__floatdidf 0x002b9908
sn___infinity 0x003c59e0
__mprec_bigtens 0x003c5b08
__mprec_tinytens 0x003c5b30
_ulp 0x002b8a68
_s2b 0x002b8158
_lshift 0x002b8718
__mcmp 0x002b8870
_ratio 0x002b8e48
__fixdfdi 0x002b96c0
_Bfree 0x002b8018
_Balloc 0x002b7f70
_d2b 0x002b8cc8
